file,ambito_territoriale,livello_prevalente,comune_prevalente,provincia_prevalente,regione_prevalente,lat,lon,n_soggetti,n_firmatari,n_proponenti,n_attori,n_governance,n_governance_generica,n_enti_capofila,ente_capofila_principale,bucket_ambito
03_2406_rta_03_240926144324_4166---Protocollodiintesa.txt,provinciale,comune,Rho,Milano,Lombardia,45.52966097647059,9.104340435294118,54,40,4,41,3,0,1,Comune di Rho,provinciale
05_2406_rta_05_240916131522_4166---protocolloaggiornamento2023.txt,provinciale,comune,Venezia,Venezia,Veneto,45.43523686724138,12.226770679310345,81,50,1,81,0,0,1,Azienda ULSS 3 Serenissima,provinciale
05_2406_rta_05_240916135305_4166---protocolloulss4.txt,provinciale,comune,Venezia,Venezia,Veneto,45.66452726285714,12.610545839999999,39,39,0,39,0,0,1,Comune di San Dona di Piave,provinciale
05_2406_rta_05_240916173648_4166---ULSS5Polesana_Protocollodirete.txt,regionale,comune,Rovigo,Rovigo,Veneto,45.05891464166667,11.762149125,36,19,0,32,0,0,1,A.ULSS 5 Polesana,regionale
05_2406_rta_05_240917141534_4166---protocollodiretefirmato.txt,regionale,comune,Treviso,Treviso,Veneto,45.72225384090909,12.095101136363636,40,15,3,35,0,0,1,Comune di Castelfranco Veneto,regionale
05_2406_rta_05_240918144304_4166---Protocollo_ULSS2-DistrettoTreviso.txt,regionale,comune,Treviso,Treviso,Veneto,45.6954516625,12.2625504875,27,0,0,25,0,0,0,,regionale
05_2406_rta_05_240918153458_4166---protocolloprovPadova.txt,regionale,comune,Padova,Padova,Veneto,45.3974393,11.933559699999998,22,20,0,20,0,0,1,Comune di Padova,regionale
05_2406_rta_05_240919114041_4166---protocollounicorevisionato2024.txt,regionale,comune,Bassano Del Grappa,Vicenza,Veneto,45.7338771,11.523193081481482,43,23,0,35,2,0,1,Comune di Bassano del Grappa,regionale
05_2406_rta_05_240919122126_4166---PROTOCOLLOULSS8BERICA.txt,regionale,comune,Vicenza,Vicenza,Veneto,45.582739018750004,11.51900854375,26,17,17,22,1,0,1,Comune di Arzignano,regionale
05_2406_rta_05_240919124736_4166---Protocollo_per_contrasto_alla_violenza_di_genere.stamped.txt,regionale,comune,Verona,Verona,Veneto,45.41142366818181,11.058985913636365,50,18,0,42,7,0,0,,regionale
06_2406_rta_06_240916164102_4166---protocollopordenoneprefettura.txt,regionale,comune,Pordenone,Pordenone,Friuli-Venezia Giulia,45.984623561111114,12.680442572222223,27,24,0,24,6,0,5,Comune di Sacile,regionale
06_2406_rta_06_240916164122_4166---prot_n_0119980_2024_Accordo(firmato).txt,provinciale,comune,Udine,Udine,Friuli-Venezia Giulia,46.0633481,13.2354304,27,8,0,11,1,0,0,,provinciale
