regione,file,firmatario,tipo,macro_categoria
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comando di Polizia Municipale di Riolo Terme,Polizia Municipale,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comando di Polizia Municipale di Solarolo,Polizia Municipale,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Commissariato di P.S. di Faenza,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comune di Brisighella,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comune di Casola Valsenio,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comune di Castel Bolognese,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comune di Faenza,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comune di Riolo Terme,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Comune di Solarolo,Comuni,Enti territoriali / servizi comunali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Consigliera di Parità provinciale,Organismi di parità,Altri attori istituzionali / professionali
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Prefettura di Ravenna,Prefettura,Giustizia e forze dell'ordine
Emilia-Romagna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,Questura di Ravenna,Questura,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,"Azienda Sanitaria Locale n. 4 ""Sistema Sanitario Regione Liguria",ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Liguria,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,Comune di Chiavari,Comuni,Enti territoriali / servizi comunali
Liguria,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,Opera Diocesana Madonna dei Bambini Villaggio del Ragazzo,Case Rifugio,CAV e Case Rifugio
Liguria,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,Regione Liguria,Regioni/Province Autonome,Regioni/Province Autonome
Liguria,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,Segreteria Tecnica del DSS 15 (Comune di Chiavari,Altro,Altro
Liguria,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,Telefono Donna Centro AntiViolenza CIF APS,CAV/Centri Antiviolenza,CAV e Case Rifugio
Liguria,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Agora soc. coop. soc,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Liguria,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Arci Solidarieta Genova ODV,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Liguria,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Centro per non subire violenza (da U.D.1,CAV/Centri Antiviolenza,CAV e Case Rifugio
Liguria,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Comune di Genova,Comuni,Enti territoriali / servizi comunali
Liguria,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Fondazione Auxilium,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Liguria,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Il Biscione Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Liguria,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Il Cerchio delle Relazioni Società Cooperativa Sociale - Centro Antiviolenza Mascherona,CAV/Centri Antiviolenza,CAV e Case Rifugio
Liguria,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Il Cesto Onlus Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Liguria,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Lanza del Vasto Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,ANCI Liguria,Altro,Altro
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Azienda Ligure Sanitaria (A.Li.Sa,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Città Metropolitana di Genova,Province/Città metropolitane,Province/Città metropolitane
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Comando Regionale della Guardia di Finanza della Liguria,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Comune di La Spezia,Comuni,Enti territoriali / servizi comunali
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Comune di Sanremo,Comuni,Enti territoriali / servizi comunali
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Comune di Savona,Comuni,Enti territoriali / servizi comunali
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Legione Carabinieri Liguria,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Prefettura — U.T.G. di Genova,Prefettura,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Prefettura — U.T.G. di Imperia,Prefettura,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Prefettura — U.T.G. di La Spezia,Prefettura,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Prefettura — U.T.G. di Savona,Prefettura,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Procura Generale presso la Corte d'Appello di Genova,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Procura della Repubblica presso il Tribunale di Genova,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Procura della Repubblica presso il Tribunale di Imperia,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Procura della Repubblica presso il Tribunale di La Spezia,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Procura della Repubblica presso il Tribunale di Savona,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Procura della Repubblica presso il Tribunale per i Minorenni di Genova,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Questura di Genova,Questura,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Questura di Imperia,Questura,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Questura di La Spezia,Questura,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Questura di Savona,Questura,Giustizia e forze dell'ordine
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Ufficio Scolastico Regionale per la Liguria,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali
Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,Università degli Studi di Genova,Università,Altri attori istituzionali / professionali
Piemonte,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,Liberitutti Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Toscana,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,Azienda USL Toscana Sud Est,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Azienda Sanitaria Locale n. 1 di Massa Carrara,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Centro Donna Carrara,CAV/Centri Antiviolenza,CAV e Case Rifugio
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Centro Donna Lunigiana,CAV/Centri Antiviolenza,CAV e Case Rifugio
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Centro Donna della Lunigiana,CAV/Centri Antiviolenza,CAV e Case Rifugio
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Centro Donna di Massa,CAV/Centri Antiviolenza,CAV e Case Rifugio
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Donna chiama Donna di Carrara,CAV/Centri Antiviolenza,CAV e Case Rifugio
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Centro Antiviolenza Duna di Massa,CAV/Centri Antiviolenza,CAV e Case Rifugio
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Centro di Ascolto CIF di Carrara,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Centro di Ascolto Sabine di Montignoso,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Comando Provinciale dei Carabinieri di Massa Carrara,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Comando Provinciale della Guardia di Finanza di Massa Carrara,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Comune di Carrara,Comuni,Enti territoriali / servizi comunali
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Comune di Massa,Comuni,Enti territoriali / servizi comunali
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Comune di Montignoso,Comuni,Enti territoriali / servizi comunali
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Prefettura di Massa-Carrara,Prefettura,Giustizia e forze dell'ordine
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Procura della Repubblica di Massa,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Provincia di Massa Carrara,Province/Città metropolitane,Province/Città metropolitane
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Questura di Massa Carrara,Questura,Giustizia e forze dell'ordine
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Regione Toscana,Regioni/Province Autonome,Regioni/Province Autonome
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Società della Salute della Lunigiana,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Tribunale di Massa,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Toscana,09_APUANE_2015 Protocollo Prefettura.txt,Ufficio Scolastico Provinciale,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali
Toscana,09_AREZZO Prot_2024-2026.txt,"Associazione ""Pronto Donna"" Centro Antiviolenza",CAV/Centri Antiviolenza,CAV e Case Rifugio
Toscana,09_AREZZO Prot_2024-2026.txt,Comune di Arezzo,Comuni,Enti territoriali / servizi comunali
Toscana,09_AREZZO Prot_2024-2026.txt,Conferenza Zonale dei Sindaci del Casentino/Unione dei Comuni Montani del Casentino,Enti territoriali sovracomunali,Enti territoriali sovracomunali
Toscana,09_AREZZO Prot_2024-2026.txt,Conferenza Zonale dei Sindaci del Valdarno,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_AREZZO Prot_2024-2026.txt,Conferenza Zonale dei Sindaci della Valdichiana Aretina,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_AREZZO Prot_2024-2026.txt,Conferenza Zonale dei Sindaci della Valtiberina Toscana/Unione Montana dei Comuni della Valtiberina Toscana,Enti territoriali sovracomunali,Enti territoriali sovracomunali
Toscana,09_AREZZO Prot_2024-2026.txt,Conferenza dei Sindaci della Zona Aretina,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_AREZZO Prot_2024-2026.txt,Consigliera Provinciale di Parità,Organismi di parità,Altri attori istituzionali / professionali
Toscana,09_AREZZO Prot_2024-2026.txt,Forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Toscana,09_AREZZO Prot_2024-2026.txt,Prefettura di Arezzo,Prefettura,Giustizia e forze dell'ordine
Toscana,09_AREZZO Prot_2024-2026.txt,Procura della Repubblica presso il Tribunale di Arezzo,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Toscana,09_AREZZO Prot_2024-2026.txt,Provincia di Arezzo,Province/Città metropolitane,Province/Città metropolitane
Toscana,09_AREZZO Prot_2024-2026.txt,Tribunale di Arezzo,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Toscana,09_AREZZO Prot_2024-2026.txt,Ufficio Scolastico Regionale per la Toscana Ambito Territoriale della Provincia di Arezzo Ufficio VI,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali
Toscana,09_AREZZO Prot_2024-2026.txt,Ufficio delle Consigliere di Parità per la Provincia di Arezzo,Organismi di parità,Altri attori istituzionali / professionali
Toscana,09_FIRENZE Linee-di-indirizzo2024.txt,Centro Antiviolenza Associazione Artemisia APS,CAV/Centri Antiviolenza,CAV e Case Rifugio
Toscana,09_FIRENZE Linee-di-indirizzo2024.txt,Città Metropolitana di Firenze,Province/Città metropolitane,Province/Città metropolitane
Toscana,09_FIRENZE Linee-di-indirizzo2024.txt,Comune di Firenze,Comuni,Enti territoriali / servizi comunali
Toscana,09_FIRENZE Linee-di-indirizzo2024.txt,Comune di Firenze: Area Tutela Valery,Comuni,Enti territoriali / servizi comunali
Toscana,09_FIRENZE Linee-di-indirizzo2024.txt,Comune di Firenze: Servizi sociali,Comuni,Enti territoriali / servizi comunali
Toscana,09_FIRENZE Linee-di-indirizzo2024.txt,Quartiere 5 del Comune di Firenze,Comuni,Enti territoriali / servizi comunali
Toscana,09_FIRENZE Linee-di-indirizzo2024.txt,Società della Salute Fiorentina Nord Ovest,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_FIRENZE Linee-di-indirizzo2024.txt,Società della Salute Fiorentina Sud Est,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_FIRENZE Linee-di-indirizzo2024.txt,Società della Salute Firenze,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_FIRENZE Linee-di-indirizzo2024.txt,Società della Salute Mugello,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_GROSSETO 2022 fpdf.txt,Procura Generale della Repubblica presso la Corte d'Appello di Firenze,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Toscana,09_GROSSETO 2022 fpdf.txt,Procura della Repubblica per i Minorenni di Firenze,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine
Toscana,09_GROSSETO 2022 fpdf.txt,Procura della Repubblica presso il Tribunale di Massa,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Toscana,09_GROSSETO 2022 fpdf.txt,Procure della Repubblica presso il Tribunale del Distretto,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Toscana,09_LUCCA PROV.txt,ASL 12 Versilia,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Toscana,09_LUCCA PROV.txt,ASL 2 Lucca,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Toscana,09_LUCCA PROV.txt,Arma dei Carabinieri-Comando provinciale di Lucca,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
Toscana,09_LUCCA PROV.txt,Associazioni del Terzo Settore,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Toscana,09_LUCCA PROV.txt,Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio
Toscana,09_LUCCA PROV.txt,Comuni,Comuni,Enti territoriali / servizi comunali
Toscana,09_LUCCA PROV.txt,Conferenza dei Sindaci ASL 2 zona Piana di Lucca,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_LUCCA PROV.txt,Conferenza dei Sindaci ASL 2 zona Valle del Serchio,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_LUCCA PROV.txt,Conferenza del Sindaci ASL 12 zona Versilia,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_LUCCA PROV.txt,Consigliera di Parità di Lucca,Organismi di parità,Altri attori istituzionali / professionali
Toscana,09_LUCCA PROV.txt,Prefettura di Lucca,Prefettura,Giustizia e forze dell'ordine
Toscana,09_LUCCA PROV.txt,Procura della Repubblica,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Toscana,09_LUCCA PROV.txt,Provincia di Lucca,Province/Città metropolitane,Province/Città metropolitane
Toscana,09_LUCCA PROV.txt,Questura di Lucca,Questura,Giustizia e forze dell'ordine
Toscana,09_LUCCA PROV.txt,Ufficio Scolastico Provinciale di Lucca,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali
Toscana,09_PISA PREF E PROV.txt,AIED,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Toscana,09_PISA PREF E PROV.txt,Arnera Società Cooperativa Sociale,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Toscana,09_PISA PREF E PROV.txt,Associazione Casa della donna,CAV/Centri Antiviolenza,CAV e Case Rifugio
Toscana,09_PISA PREF E PROV.txt,Associazione Donne In Movimento,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Toscana,09_PISA PREF E PROV.txt,Associazione Eunice,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Toscana,09_PISA PREF E PROV.txt,Associazione Frida,CAV/Centri Antiviolenza,CAV e Case Rifugio
Toscana,09_PISA PREF E PROV.txt,Associazione Le Amiche di Mafalda,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo
Toscana,09_PISA PREF E PROV.txt,Azienda Ospedaliera Universitaria Pisana,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Toscana,09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Toscana,09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Toscana,09_PISA PREF E PROV.txt,Comune di Bientina,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Buti,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Calci,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Calcinaia,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Capannoli,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Casale Marittimo,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Casciana Terme-Lari,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Cascina,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Castelfranco di Sotto,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Castellina Marittima,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Castelnuovo Val di Cecina,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Chianni,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Crespina-Lorenzana,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Fauglia,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Guardistallo,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Lajatico,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Montecatini Val Di Cecina,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Montescudaio,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Monteverdi Marittimo,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Montopoli Valdarno,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Orciano Pisano,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Palaia,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Peccioli,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Pisa,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Pomarance,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Ponsacco,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Pontedera,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Riparbella,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di San Giuliano Terme,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di San Miniato,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Santa Croce sull'Arno,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Santa Luce,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Santa Maria a Monte,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Terricciola,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Vecchiano,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Vicopisano,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Comune di Volterra,Comuni,Enti territoriali / servizi comunali
Toscana,09_PISA PREF E PROV.txt,Consigliera di Parità della Provincia di Pisa,Organismi di parità,Altri attori istituzionali / professionali
Toscana,09_PISA PREF E PROV.txt,Nuovo Maschile. Uomini liberi dalla violenza,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Associazionismo
Toscana,09_PISA PREF E PROV.txt,Prefettura di Pisa,Prefettura,Giustizia e forze dell'ordine
Toscana,09_PISA PREF E PROV.txt,Procura della Repubblica presso il Tribunale,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Toscana,09_PISA PREF E PROV.txt,Procura della Repubblica presso il Tribunale per i Minorenni,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine
Toscana,09_PISA PREF E PROV.txt,Provincia di Pisa,Province/Città metropolitane,Province/Città metropolitane
Toscana,09_PISA PREF E PROV.txt,Società della Salute Zona Alta Valdicecina-Valdera,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_PISA PREF E PROV.txt,Società della Salute Zona Empolese Valdarno Valdelsa,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_PISA PREF E PROV.txt,Società della Salute Zona Pisana,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari
Toscana,09_PISA PREF E PROV.txt,Tribunale di Pisa,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine
Toscana,09_PISA PREF E PROV.txt,Ufficio Scolastico Regionale della Toscana Ambito Territoriale della provincia di Pisa,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali
Toscana,09_PISA PREF E PROV.txt,Università degli Studi di Pisa,Università,Altri attori istituzionali / professionali
Toscana,09_PISTOIA PROV .txt,365giornialfemmile,Altro,Altro
Toscana,09_PISTOIA PROV .txt,ASL n. 3 Pistoia,ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali
Toscana,09_PISTOIA PROV .txt,CAM,Altro,Altro
Toscana,09_PISTOIA PROV .txt,CGIL Provinciale,Sindacati/Associazioni di categoria,Associazionismo
Toscana,09_PISTOIA PROV .txt,CISL Provinciale,Sindacati/Associazioni di categoria,Associazionismo
Toscana,09_PISTOIA PROV .txt,Comando Provinciale Carabinieri di Pistoia,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine
