file,categoria,estratto
03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).json,associazioni,Con Noi E Dopo Di Noi
03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).json,associazioni,Della Casa Dell
03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).json,associazioni,Di Base Di Sesto San Giovanni
03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).json,associazioni,Domnia Di Cinisello Balsamo
03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).json,associazioni,Donna Di Cormano
03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).json,associazioni,Mittatron
03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).json,associazioni,Onlus
03_2406_rta_03_240923103647_4166---protocolloreteantiviolenzacinisello2019(1).json,associazioni,Per La Vita Di Bresso
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,regioni,Lombardia
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,comuni,Milano - Direzione Welfare E Salute - Area Territorialita E Sistema Integrato Di Accesso Ai Servizi Sociali
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,comuni,Milano Al Fine Di Fornire Un Adeguato Supporto Alla Donna E L
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,comuni,Milano Al Fine Monitorare
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,comuni,Milano Assessorato Welfare E Salute
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,comuni,Milano Convochera I Soggetti Aderenti Al Protocollo In Almeno
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,comuni,Milano E Definiscono Nei Tavoli Di Rete Le Priorita Di Intervento Sul Territorio Cittadino
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,comuni,Milano E Istituzioni
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,comuni,Milano E La Rete Dei Centri E Servizi Antiviolenza Finalizzato A Rafforzare Le Azioni Di
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,comuni,Milano É Capofila
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,comuni,Milano É Impegnato Fin Dal
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,associazioni,Delle Donne Maltrattate Di Milano
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,associazioni,Donna Aiuta Donna Onlus
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,associazioni,Donna Onlus
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,associazioni,Donna Onlus Krmohe A
03_2406_rta_03_240923105244_4166---ProtocolloViolenzaMilanoFirme2023.json,associazioni,Odv
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,regioni,Lombardia Per L
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Di Lodi
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Di Lodi Coordinano
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Di Lodi E Ato Pa J Competenza
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Di Lodi E Azienda Sanitaria Locale Di Lodi Z
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Di Lodi Giuseppe Rossi Azienda Sanitaria Locale Di Lodi Fabio Russo Associazione L
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Di Lodi Ha Avviato Dal
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Di Lodi Ha Registrato Una Media Di Circa
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Di Lodi Nel
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Di Lodi Per Costituire Una Rete Territoriale Antiviolenza In Grado Di Offrire Una Prima Risposta Integrata Al Problema Della Violenza Domestica
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Di Lodi Per Ricevere Cure Mediche A Seguito Di Danni Fisici Di Dubbia Motivazione - Gli Operatori Dell
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Di Lodi Per Ricevere Cure Mediche A Seguito Di Violenza Gli Operatori Attivano La Procedura Interna Sanitaria Prevista In Questi Casi
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Di Lodi Realizzano Iniziative Di Sensibilizzazione Sul Tema Del Contrasto Alla Violenza Domestica Rivolti Alla Cittadinanza In Occasione
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,province,Per Verificare L
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,comuni,Casalpusterlengo
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,comuni,Castiglione D'Adda
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,comuni,Codogno S
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,comuni,Lodi
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,comuni,Residenza
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,comuni,Sant
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,comuni,Territorio Provinciale
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,associazioni,Minore Onlus
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,associazioni,Minore Onlus Ha Attivato Un Centro Antiviolenza
03_2406_rta_03_240923111659_4166---ProtocolloantiviolenzaComunediLodi_scansioneconfirme_maggio2014.json,associazioni,Onlus
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,regioni,Lombardia
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,comuni,Cassano D
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,comuni,Cernusco S
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,comuni,Melzo
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,comuni,Milano Con La Convenzione
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,comuni,Trezzo Sull
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,comuni,Zo Presidente Assemblea Dei Sindaci Ambito T
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,associazioni,Blimunde
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,associazioni,Blinunde
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,associazioni,Di Trezzo Sull
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,associazioni,Mariposa
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,associazioni,Passo
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,associazioni,Politici Economici E Sociali
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,associazioni,Si Impegna A
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,associazioni,Theao
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,associazioni,Utilizzera Il Linguaggio E La Pratica Teatrale Come Strumento Pedagogico Ed Educativo
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,consorzi,Cs
03_2406_rta_03_240923113114_4166---ProtocolloReteAddaMartesanasottoscritto.json,consorzi,Sociale Strad Comunale Per Basia Af A
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,regioni,Lombardia E Partecipare Ai Tavoli Regionali Per Il Confronto Con Le Altre Reti Unitamente A Eventuale Partecipazione Del Referente Politico E
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,regioni,Lombardia Ha Definito Un Modello Di Governance Basato Sull
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,regioni,Lombardia Intende Altresi Sostenere Le Attivita Di Istituzioni
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,regioni,Lombardia Nell'Ambito Del Piano Regionale Quadriennale Antiviolenza
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,regioni,Lombardia Presiedere E Coordinare La Rete Territoriale Istituzionale Antiviolenza Dell
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,province,Di Bergamo
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,province,Di Bergamo Assume Un Ruolo Attivo Nella Divulgazione Delle Azioni Promosse Dalla Rete Interistituzionale
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,province,Di Bergamo Ente Capofila
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,province,Di Bergamo Fisascat Cisl Fondazione Angelo Custode Associazione Ledha
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,province,Di Bergamo Il Presidente Pasquale Gandolfi Questura Di Bergamo Il Questore Andrea Valentino Tribunale Ordinario Di Bergamo Il Presidente Cesare De Sapia Procura Della Repubblica Presso Il Tribunale Ordinario Di Bergamo La Procuratrice Della Repubblica Aggiunta Maria Cristina Rota Tribunale Per I Minorenni Di Brescia La Presidente Cristina Maggia Procura Della Repubblica Presso Il Tribunale Per I Minorenni Di Brescia La Procuratrice Della Repubblica Giuliana Tondina Associazione
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,province,Di Bergamo Organizzazioni Sindacali
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,province,Di Bergamo Promuovere La Diffusione Delle Iniziative Di Rete E Di Sensibilizzazione Sul Fenomeno Nelle Imprese E Sui Lavoratori Del Terziario
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,province,Di Bergamo Sostenere Gli Interventi A Favore Delle Donne Vittime Di Violenza Nei Posti Di Lavoro Per Garantire Una Tutela Integrata
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,province,Miriam Bergamo Avvocato Gamo
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,comuni,Albino
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,comuni,Seriate - Ente Capofila Svolgere Il Ruolo Di Capofila Della Rete Territoriale Interistituzionale Antiviolenza Ed Assumere La Responsabilita Della Gestione Degli Aspetti Amministrativi E Legali E Dei Rapporti Con Regione Lombardia Presiedere E Coordinare La Rete Territoriale Istituzionale Antiviolenza Dell
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,associazioni,Di Loto
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,associazioni,Fior Di
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,associazioni,Ledha
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,associazioni,Svolta
03_2406_rta_03_240923114012_4166---23-9-2024ProtocolloReteRita_signed_signed_signedDEF_signed_signed-signed_signed(1).json,consorzi,Famiglie E Accoglienza Fa
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.json,regioni,Garantiscono Attivita Di Raccolta E Analisi Dei Dati E Di Informazioni Relative Al Fenomeno Della Violenza
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.json,regioni,Lombardia
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.json,province,Di Varese
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.json,province,Di Varese Lido Tes Ufficio Scolastico Territoriale Di Varese
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.json,province,Sostenere L
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.json,comuni,Marnate
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.json,comuni,Varese
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.json,associazioni,Eos
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.json,associazioni,Fragile
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.json,associazioni,Icore
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.json,associazioni,La Persona
03_2406_rta_03_240923163715_4166---PROTOCOLLOD'INTESA2017_2020.json,associazioni,Sicura
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",regioni,Ha Promosso La Nascita Di Reti Territoriali Interistituzionali Antiviolenza Coordinate Da Un Ente Locale Capofila E Composte Da Altri Enti Locali E Istituzioni Del Territorio
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",regioni,Lombardia Alle Rete Territoriali Interistituzionali Antiviolenza Di Cui Il Comune Di Busto Arsizio É Capofila
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",regioni,Lombardia Aventi Valenza Economica E Operativa
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",regioni,Lombardia Della Rete Di Indirizzo E La Possibilita Data Di Definire Singoli Protocolli Operativi Territoriali
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",regioni,Lombardia Ha Avviato
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",regioni,Lombardia Ha Realizzato Una Serie Di Interventi Finalizzati A
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",province,Di Varese
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",province,Di Varese Allo Scopo Di Garantire Il Libero Accesso Ai Servizi Antiviolenza Delle Donne Presenti
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",province,Di Varese Dell
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",province,E Della Magistratura
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",comuni,Busto Arsizio In Qualita Di Ente Capofila Della Rete E Dell
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",comuni,Busto Arsizio Nelle Sezione Amministrazione Trasparente Dal
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",comuni,Busto Arsizio Risulta Essere Capofila Di Una Delle
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",comuni,Busto Arsizio É Capofila
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",comuni,Gallarate
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",comuni,Saronno
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",comuni,Somma Lombardo
"03_2406_rta_03_240923164603_4166---ProtocolloreteantiviolenzaBusto,Gallarate,Saronno,SommaLombardo-2024.json",comuni,Territorio Della Provincia Di Varese Dell
03_2406_rta_03_240923165401_4166---PROTOCOLLODIrete2020-2023_rev2confirmescan.json,regioni,Lombardia
03_2406_rta_03_240923165401_4166---PROTOCOLLODIrete2020-2023_rev2confirmescan.json,province,Di Brescia Hanno Sottoscritto Con Ex Asl Di Brescia Un Protocollo Per L'Accoglienza E La Presa In Carico Delle Donne Vittime Di Violenza
03_2406_rta_03_240923165401_4166---PROTOCOLLODIrete2020-2023_rev2confirmescan.json,province,Di Brescia I
03_2406_rta_03_240923165401_4166---PROTOCOLLODIrete2020-2023_rev2confirmescan.json,comuni,Desenzano De
03_2406_rta_03_240923165401_4166---PROTOCOLLODIrete2020-2023_rev2confirmescan.json,associazioni,Comuni Italiani A
03_2406_rta_03_240923165401_4166---PROTOCOLLODIrete2020-2023_rev2confirmescan.json,associazioni,Donna A Donna Di Salo
03_2406_rta_03_240923165401_4166---PROTOCOLLODIrete2020-2023_rev2confirmescan.json,associazioni,Donne In Rete Contro La Violenza D
03_2406_rta_03_240923165401_4166---PROTOCOLLODIrete2020-2023_rev2confirmescan.json,associazioni,Iniziative Informative
03_2406_rta_03_240923165401_4166---PROTOCOLLODIrete2020-2023_rev2confirmescan.json,associazioni,Le Eventuali Progettazionl Di
03_2406_rta_03_240923165401_4166---PROTOCOLLODIrete2020-2023_rev2confirmescan.json,associazioni,Oltre Onlus D
03_2406_rta_03_240923165401_4166---PROTOCOLLODIrete2020-2023_rev2confirmescan.json,associazioni,Onlus Di Desenzano Del Garda
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,regioni,Lombardia
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,province,Di Brescia Civitas Casa Rifugio Il Vaso Di Pandora Istituto Palazzolo Suore Delle Poverelle Prefettura Di Brescia Cooperativa Il Mosaico Organizzazioni Sindacali Cgil-Cisl-Uil Protocollo D
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,province,Di Brescia Cooperativa Il Mosaico Protocollo D
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,province,Di Brescia Hanno Sottoscritto Con L
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,province,Di Brescia Promuove Attivita Di Conoscenza E Di Informazione
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,associazioni,Centro Italiano Femminile
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,associazioni,Cerchio Degli Uomini
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,associazioni,Collabora Nella Diffusione Di Iniziative Informative E Di Sensibilizzazione
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,associazioni,Comuni
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,associazioni,Consorzio Di Cooperative Sociali Valli
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,associazioni,Delle Donne Brescia
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,associazioni,Donne In Rete Contro La Violenza D
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,associazioni,Promuove E Partecipa Alle Azioni Di Sensibilizzazione
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,associazioni,Terre Unite
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,associazioni,Ufficio Scolastico Territoriale Brescia
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,consorzi,Cooperative Sociali Solco Protocollo D
03_2406_rta_03_240923171949_4166---PROTOCOLLOD'INTESARETETERRITORIALEANTIVIOLENZAVALLETROMPIA2024.json,consorzi,Di Cooperative Sociali Valli Cooperativa Sociale Fraternita
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,regioni,Lombardia
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,province,Di Bergamo - Asst Bergamo Ovest Di Treviglio -
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,province,Di Bergamo - Consigliera Di Parita Della Provincia Di Bergamo - Asst Bergamo Ovest Di Treviglio - Ambito Territoriale Isola Bergamasca E Bassa Val San Martino - Azienda Isola -
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,province,Di Bergamo - Maggio
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,province,Di Bergamo Consigliera Di Parita Della Provincia Di Bergamo Si Impegna A
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,province,Di Bergamo Consigliera Effettiva Di Parita Della Provincia Di Bergamo A
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,province,Di Bergamo Per Donne Con O Senza Figli Offrire Progettualita In Pronta Accoglienza
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,province,Di Bergamo Protocollo D
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,province,Di Bergamo Provincia Di Bergamo Assume Un Ruolo Attivo Nella Divulgazione Delle Azioni Promosse Dalla Rete Interistituzionale
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,comuni,Terno
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,comuni,Una Formazione Continua
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,associazioni,Donna
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,associazioni,Ed Assistenza
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,associazioni,Operatrici
03_2406_rta_03_240924144947_4166---Protocollod'IntesaReteAntiviolenzaIsolaBergamascaeBassaValSanMartino2024.json,associazioni,Svolta
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,regioni,Lombardia Per
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,province,Di Como
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,province,Di Como -
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,province,Di Como Consultorio Familiare Icarus - Fondazione Somaschi Onlus Fondazione Don Silvano Caccia Onlus Inps Istituto Nazionale Della Previdenza Sociale Di Como L
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,province,Dicomo
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,comuni,Como
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,associazioni,Di Como
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,associazioni,Donna Como Odv
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,associazioni,Donna Odv
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,associazioni,E Associazione Inframente
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,associazioni,Familiarmentenoi Ets
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,associazioni,Giuriste
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,associazioni,Giuriste Di Como
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,consorzi,Erba
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,consorzi,Olgiate Comasco
03_2406_rta_03_240925144919_4166---RETEDICOMO-PROTOCOLLOINTERIST.17novembre2023(1).json,consorzi,Piano Di
