file,categoria,estratto
12_2406_rta_12_241004103912_4166---9protCAVPAOLALATTESComitatodiQuartiereTorraccia(1).json,associazioni,Volontarie Telefono Rosa Odv Di Seguito
12_2406_rta_12_241004112805_4166---protocollod'intesa.json,regioni,Lazio N
12_2406_rta_12_241004112805_4166---protocollod'intesa.json,associazioni,Kalimess
12_2406_rta_12_241004112805_4166---protocollod'intesa.json,associazioni,Per Associazione Risorse Donna Aps
12_2406_rta_12_241004113215_4166---Protocollod'intesaP.L.Cerveteri-BeFree.json,comuni,Cerveteri
12_2406_rta_12_241004113737_4166---AccordodicollaborazioneArteinsieme.json,associazioni,Avuto Chiaro Che La Discriminazione
12_2406_rta_12_241004113737_4166---AccordodicollaborazioneArteinsieme.json,associazioni,Donna Lilith Aps
12_2406_rta_12_241004113737_4166---AccordodicollaborazioneArteinsieme.json,associazioni,Donna Lilith Aps Annovera Tra Le Sue Principali Attivita
12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.json,regioni,Lazio E Gli Ordini Forensi Del Lazio Ed Anche Tutti Gli Strumenti Giuridici Che Prevedono Tutele E Provvidenze A Favore Delle Vittime
12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.json,regioni,Lazio Odv
12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.json,province,Di Frosinone
12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.json,province,Il Direttore Generale Della Di Frosinone Asl Di Frosinone F
12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.json,province,Il Procuratore Della Repubblica Di Frosinon
12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.json,province,Il Procuratore Della Repubblica Di Frosinone Presso Il Tribunale Di Frosinone F
12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.json,associazioni,Telefono Rosa Frosinone
12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).json,regioni,Lazio E Gli Ordini Forensi Del Lazio Ed Anche Tutti Gli Strumenti Giuridici Che Prevedono Tutele E Provvidenze A Favore Delle Vittime
12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).json,regioni,Lazio Odv
12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).json,province,Asl I Ordine
12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).json,province,Asl I Rt Howe Ot Fsrene Soe
12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).json,province,Asl Ra A Ordine Tinunele D Rosrane Tae
12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).json,province,Di Frosinone
12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).json,province,Di Frosinone F
12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).json,province,He Frosinone
12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).json,province,Il Direttore Generale Della Di Frosinone Asl Di Frosinone F
12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).json,province,Il Procuratore Della Repubblica Di Frosinon
12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).json,associazioni,Telefono Rosa Frosinone
12_2406_rta_12_241004133706_4166---ProtocollodiretePREFETTURAFrosinone(1).json,regioni,Lazio E Gli Ordini Forensi Del Lazio Ed Anche Tutti Gli Strumenti Giuridici Che Prevedono Tutele E Provvidenze A Favore Delle Vittime
12_2406_rta_12_241004133706_4166---ProtocollodiretePREFETTURAFrosinone(1).json,regioni,Lazio Odv
12_2406_rta_12_241004133706_4166---ProtocollodiretePREFETTURAFrosinone(1).json,province,Di Frosinone
12_2406_rta_12_241004133706_4166---ProtocollodiretePREFETTURAFrosinone(1).json,province,Il Direttore
12_2406_rta_12_241004133706_4166---ProtocollodiretePREFETTURAFrosinone(1).json,province,Il Direttore Generale Della Asl Di Frosinone
12_2406_rta_12_241004133706_4166---ProtocollodiretePREFETTURAFrosinone(1).json,province,Il Procuratore Della Repubblica Presso Il Tribunale Di Frosinone
12_2406_rta_12_241004133706_4166---ProtocollodiretePREFETTURAFrosinone(1).json,associazioni,Telefono Rosa Frosinone
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,regioni,Lazio E Iscritte All
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,regioni,Lazio Odv In Provincia Di Frosinone
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,regioni,Lazio Odv Nell
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,regioni,Lazio Odv Si Mette A Disposizione Dell
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,regioni,Lazio Odv É Iscritta All
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,province,Avy
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,province,Di Frosinone
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,province,Di Frosinone E
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,province,Di Frosinone E L
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,province,Di Frosinone Nell
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,province,Di Frosinone Promuovere
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,province,E
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,province,E L
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,province,Le Sue Professionalita Per Lo Svolgimento Di Attivita Nel Territorio Della Provincia
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,province,Nominera Un Proprio Referente
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,province,Per Iniziative Con Gli Istituti Scolastici
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,associazioni,Ne Ravvisino La Necessita
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,associazioni,Rosa Frosinone
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,associazioni,Rosa Frosinone Regione Lazio Odv
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,associazioni,Telefono
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,associazioni,Telefono Rosa Frosinone Regione Lazio
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,associazioni,Telefono Rosa Frosinone Regione Lazio Odv Si Mette A Disposizione Dell
12_2406_rta_12_241004134724_4166---02-ProtocolloconlaProvinciadiFrosinone.json,associazioni,Telefono Rosa Regione Lazio Odv
12_2406_rta_12_241004135803_4166---03-ConvenzioneTribunaleOrdinariodiFrosinone.json,regioni,Lazio Odv
12_2406_rta_12_241004135803_4166---03-ConvenzioneTribunaleOrdinariodiFrosinone.json,associazioni,Che L
12_2406_rta_12_241004135803_4166---03-ConvenzioneTribunaleOrdinariodiFrosinone.json,associazioni,Del Telefono Rosa Frosinone Regione Lazio Odv
12_2406_rta_12_241004135803_4166---03-ConvenzioneTribunaleOrdinariodiFrosinone.json,associazioni,Nominativo Del Funzionario Incaricato A Seguire
12_2406_rta_12_241004140636_4166---04-ProtocolloconlaQuesturadiFrosinone.json,regioni,Lazio Odv C
12_2406_rta_12_241004140636_4166---04-ProtocolloconlaQuesturadiFrosinone.json,associazioni,Alle Donne
12_2406_rta_12_241004140636_4166---04-ProtocolloconlaQuesturadiFrosinone.json,associazioni,Rosa
12_2406_rta_12_241004140636_4166---04-ProtocolloconlaQuesturadiFrosinone.json,associazioni,Rosa Frosinone Regione
12_2406_rta_12_241004140636_4166---04-ProtocolloconlaQuesturadiFrosinone.json,associazioni,Rosa Frosinone Regione Lazio Odv Eghi
12_2406_rta_12_241004140636_4166---04-ProtocolloconlaQuesturadiFrosinone.json,associazioni,Telefono Rosa
12_2406_rta_12_241004141331_4166---ConvenzioneconilComunediCECCANO.json,regioni,Lazio
12_2406_rta_12_241004141331_4166---ConvenzioneconilComunediCECCANO.json,comuni,Apposita Scheda Di Attivita E Rendicontazione Delle Spese Sostenute
12_2406_rta_12_241004141331_4166---ConvenzioneconilComunediCECCANO.json,comuni,Ceccano Con Spese A Carico Dello Stesso
12_2406_rta_12_241004141331_4166---ConvenzioneconilComunediCECCANO.json,comuni,Ceccano E I
12_2406_rta_12_241004141331_4166---ConvenzioneconilComunediCECCANO.json,comuni,Ceccano La Predetta Associazione Gestisce Il Centro Antiviolenza Che
12_2406_rta_12_241004141331_4166---ConvenzioneconilComunediCECCANO.json,comuni,Ceccano Presidente Legale Rappresentante Sindaco P
12_2406_rta_12_241004141331_4166---ConvenzioneconilComunediCECCANO.json,associazioni,Il Centro Antiviolenza Che
12_2406_rta_12_241004141331_4166---ConvenzioneconilComunediCECCANO.json,associazioni,Oneri Connessi Alla Gestione Del Centro Antiviolenza
12_2406_rta_12_241004141331_4166---ConvenzioneconilComunediCECCANO.json,associazioni,Telefono
12_2406_rta_12_241004141331_4166---ConvenzioneconilComunediCECCANO.json,associazioni,Telefono Rosa
12_2406_rta_12_241004141331_4166---ConvenzioneconilComunediCECCANO.json,associazioni,Telefono Rosa Frosinone
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,province,Di Frosinone
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,comuni,Prevenzione E Di Lotta Contro Ogni Tipologia Di Violenza
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,associazioni,Alle Donne
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,associazioni,E Gli Organismi Impegnati A Prevenire Ed A
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,associazioni,Rosa Frosinone
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,associazioni,Rosa Frosinone Attraverso La Firma Di Un Protocollo D
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,associazioni,Rosa Frosinone Che
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,associazioni,Rosa Frosinone Che Faccia Da
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,associazioni,Rosa Frosinone Iniziative Di Sensibilizzazione E Di
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,associazioni,Rosa Frosinone Progetti Volti Al Recupero Degli Uomini
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,associazioni,Telefono Rosa Frosinone
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,associazioni,Telefono Rosa Frosinone E I Firmatari Del Presente Protocollo
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,associazioni,Telefono Rosa Frosinone In Azioni Ed Iniziative Volte A Prevenire Ogni Forma Di
12_2406_rta_12_241004144338_4166---06-ProtocolloComunediVALLECORSA.json,associazioni,Telefono Rosa Frosinone In Azioni Ed Iniziative Volte A Provvedere Nei Primi
12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.json,comuni,Prevenzione E Lotta Contro Ogni Tipologia Di Violenza
12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.json,associazioni,Rosa Frosinone
12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.json,associazioni,Rosa Frosinone Che Coinvolga Il Pit
12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.json,associazioni,Rosa Frosinone Garantisce Alle Donne
12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.json,associazioni,Rosa Frosinone Si Impegna Inoltre A
12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.json,associazioni,Telefono Rosa
12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.json,associazioni,Telefono Rosa Frosinone
12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.json,associazioni,Telefono Rosa Frosinone Che Faccia Da
12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.json,associazioni,Telefono Rosa Frosinone Inoltre Promuove Iniziative Affinch
12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.json,associazioni,Telefono Rosa Frosinone Ove Partecipera Anche Un Rappresentante Di Ogni Singolo Aderente
12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.json,associazioni,Telefono Rosa Frosinone Promuove E Realizza Iniziative
12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.json,associazioni,Telefono Rosa Frosinone Si Adopera In Ogni Modo
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,regioni,Lazio Odv Che Faccia Da Collegamento Tra
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,regioni,Lazio Odv Inoltre Promuove Iniziative Affinché Vengano Riconosciuti Come Imprescindibili I Diritti Enunciati E Le Azioni Suggerite Dalla Convenzione Del Consiglio D
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,regioni,Lazio Odv Promuove E Realizza Iniziative Per Combattere La Violenza Sulle Donne
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,regioni,Lazio Odv-Centro Di Orientamento Per Le Donne
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,regioni,Lazio- Odv Che Coinvolga Il Pi Ampio Numero Di Enti
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,regioni,Lazio-Odv E Gli Eventuali Aggiornamenti
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,regioni,Lazio-Odv E Gli Organismi Impegnati A Sostenere E A Contrastare La Violenza Contro Le Donne
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,regioni,Lazio-Odv Garantisce Alle Donne
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,regioni,Lazio-Odv Mette A Disposizione
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,regioni,Lazio-Odv Si Adopera In Ogni Modo Per Ottenere Il Raggiungimento Degli Obiettivi Previsti Dall
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,comuni,Prevenzione E Lotta Contro Ogni Tipologia Di Violenza
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,associazioni,Rosa Frosinone
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,associazioni,Rosa Frosinone Regione Lazio Odv
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,associazioni,Telefono Rosa
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,associazioni,Telefono Rosa Frosinone
12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.json,associazioni,Telefono Rosa Frosinone Regione Lazio
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,regioni,Lazio Odv E
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,province,Di Frosinone
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,comuni,Prevenzione E Di Lotta Contro Ogni Tipologia Di Violenza
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,associazioni,Alle Donne
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,associazioni,Regione Lazio Odv E Gli Organismi
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,associazioni,Rosa Frosinone
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,associazioni,Rosa Frosinone Regione Lazio
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,associazioni,Rosa Frosinone Regione Lazio Odv Iniziative Di
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,associazioni,Rosa Frosinone Regione Lazio Odv Progetti Volti Al
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,associazioni,Telefono Rosa Amministrazione Locale Di
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,associazioni,Telefono Rosa Frosinone
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,associazioni,Telefono Rosa Frosinone E I Firmatari Del Presente Protocollo
12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.json,associazioni,Telefono Rosa Frosinone Regione Lazio Odv In Azioni Ed Iniziative Volte A
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,regioni,Lazio Odv Ove Partecipera Anche Un Rappresentante Di Ogni Singolo Aderente La Rete Promuovere La Collaborazione Tra Gli Aderenti Alla Rete
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,province,Di Frosinone
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,comuni,Prevenzione E Di Lotta Contro Ogni Tipologia Di Violenza
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,associazioni,Alle Donne
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,associazioni,Regione Lazio Odv E Gli Organismi
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,associazioni,Rosa Frosinone
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,associazioni,Rosa Frosinone Regione Lazio
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,associazioni,Rosa Frosinone Regione Lazio Odv Iniziative Di
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,associazioni,Rosa Frosinone Regione Lazio Odv Progetti Volti Al
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,associazioni,Telefono Rosa Amministrazione Locale Di
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,associazioni,Telefono Rosa Frosinone
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,associazioni,Telefono Rosa Frosinone E I Firmatari Del Presente Protocollo
12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.json,associazioni,Telefono Rosa Frosinone Regione Lazio Odv In Azioni Ed Iniziative Volte A
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,province,Di Frosinone La Costruzione Di Una Rete Antiviolenza Con Fe Amministrazioni Provinciali
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,comuni,Prevenzione E Di Lotta Contro Ogni Tipologia Di Violenza
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,associazioni,Alle Donne
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,associazioni,E Gli Organismi Impegnati A Prevenire Ed A
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,associazioni,Rosa Frosinone
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,associazioni,Rosa Frosinone Attraverso La Firma Di Un Protocollo D
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,associazioni,Rosa Frosinone Che
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,associazioni,Rosa Frosinone Che Faccia Da Collegamento
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,associazioni,Rosa Frosinone Iniziative Di Sensibilizzazione E Di
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,associazioni,Rosa Frosinone Progetti Volti Al Recupero Degli Uomini
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,associazioni,Telefono Rosa Frosinone
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,associazioni,Telefono Rosa Frosinone In Azioni Ed Iniziative Volte A Prevenire Ogni Forma Di
12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.json,associazioni,Telefono Rosa Frosinone In Azioni Ed Iniziative Volte A Provvedere Nei Primi
12_2406_rta_12_241008101410_4166---ConvenzioneconUniversitàMERCATORUM.json,regioni,Lazio Ov L'Istituto O Ente
12_2406_rta_12_241008101410_4166---ConvenzioneconUniversitàMERCATORUM.json,associazioni,Telefono Rosa Frosinone Regione Lazio Ov
12_2406_rta_12_241008102339_4166---15-ConvenzionePreepost-Laureauniversitàdell'AQUILA.json,regioni,Abruzzo In Data
12_2406_rta_12_241008102339_4166---15-ConvenzionePreepost-Laureauniversitàdell'AQUILA.json,regioni,Lazio Odv Centro Di Orientamento Per Le Donne Via G
12_2406_rta_12_241008102339_4166---15-ConvenzionePreepost-Laureauniversitàdell'AQUILA.json,regioni,O Alla Provincia Delegata
12_2406_rta_12_241008102339_4166---15-ConvenzionePreepost-Laureauniversitàdell'AQUILA.json,province,Delegata
12_2406_rta_12_241008102339_4166---15-ConvenzionePreepost-Laureauniversitàdell'AQUILA.json,associazioni,Consorzio
12_2406_rta_12_241008102339_4166---15-ConvenzionePreepost-Laureauniversitàdell'AQUILA.json,associazioni,Telefono Rosa Frosinone
12_2406_rta_12_241008102339_4166---15-ConvenzionePreepost-Laureauniversitàdell'AQUILA.json,associazioni,Telefono Rosa Frosinone Regione Lazio
12_2406_rta_12_241008102339_4166---15-ConvenzionePreepost-Laureauniversitàdell'AQUILA.json,associazioni,Telefono Rosa Frosinone Regionelazio
12_2406_rta_12_241008103001_4166---16-Convenzioneconl'UniversitàECAMPUS.json,regioni,Lazio Odv
12_2406_rta_12_241008103001_4166---16-Convenzioneconl'UniversitàECAMPUS.json,associazioni,Telefono Rosa
12_2406_rta_12_241008103723_4166---17-ConvenzioneconilLiceoScientificoeLinguisticoCECCANO.json,regioni,Lazio Odv Ee Rappresentante
12_2406_rta_12_241008103723_4166---17-ConvenzioneconilLiceoScientificoeLinguisticoCECCANO.json,regioni,Lazio Odv Qui Di Seguito Indicato Anche Come Il
12_2406_rta_12_241008103723_4166---17-ConvenzioneconilLiceoScientificoeLinguisticoCECCANO.json,regioni,Lazio Odv-Centro Di Orientamento Per Le Donne Con Sede In Ceccano
12_2406_rta_12_241008103723_4166---17-ConvenzioneconilLiceoScientificoeLinguisticoCECCANO.json,associazioni,Telefono Rosa
12_2406_rta_12_241008103723_4166---17-ConvenzioneconilLiceoScientificoeLinguisticoCECCANO.json,associazioni,Telefono Rosa Frosinone Regione Lazio Odv
12_2406_rta_12_241008104436_4166---18-ConvenzioneconilLiceoScientificoelinguisticoMartinoFileticodiFERENTINO.json,regioni,Lazio Odv Si Intendono A Titolo Gratuito
12_2406_rta_12_241008104436_4166---18-ConvenzioneconilLiceoScientificoelinguisticoMartinoFileticodiFERENTINO.json,regioni,Lazio Odv-Centro Oi Orientamento Per Le Donne
12_2406_rta_12_241008104436_4166---18-ConvenzioneconilLiceoScientificoelinguisticoMartinoFileticodiFERENTINO.json,associazioni,Di Caltura Classica
12_2406_rta_12_241008104436_4166---18-ConvenzioneconilLiceoScientificoelinguisticoMartinoFileticodiFERENTINO.json,associazioni,Hialiana C
12_2406_rta_12_241008104436_4166---18-ConvenzioneconilLiceoScientificoelinguisticoMartinoFileticodiFERENTINO.json,associazioni,Italiana
12_2406_rta_12_241008104436_4166---18-ConvenzioneconilLiceoScientificoelinguisticoMartinoFileticodiFERENTINO.json,associazioni,Telefono Rosa Frosinone Regione
12_2406_rta_12_241008104436_4166---18-ConvenzioneconilLiceoScientificoelinguisticoMartinoFileticodiFERENTINO.json,associazioni,Telefono Rosa Frosinone Regione Lazio Odv Si
12_2406_rta_12_241008112319_4166---protocollo25.11.2023.json,comuni,Viterbo
12_2406_rta_12_241008145357_4166---Protocollointeristituzionale2023.json,regioni,Lazio Odv
12_2406_rta_12_241008145357_4166---Protocollointeristituzionale2023.json,province,Di Frosinone
12_2406_rta_12_241008145357_4166---Protocollointeristituzionale2023.json,province,Il Procuratore Della Repubblica Di Frosinon
12_2406_rta_12_241008145357_4166---Protocollointeristituzionale2023.json,associazioni,Telefono Rosa Frosinone
12_2406_rta_12_241008150836_4166---2.prot.json,associazioni,Dal
12_2406_rta_12_241008150836_4166---2.prot.json,associazioni,Domus Asf
12_2406_rta_12_241008150836_4166---2.prot.json,associazioni,E Persegue
12_2406_rta_12_241008150836_4166---2.prot.json,associazioni,Per La Scuola
12_2406_rta_12_241008151247_4166---3.prot.json,province,E Nello Specifico Sul Territorio Del Municipio Viii Presso Il Cav Sos Donna
12_2406_rta_12_241009123601_4166---5.accordo.json,associazioni,Al Piano Sociale Del Municipio Viii Su Contrasto Alla Poverta E
12_2406_rta_12_241009125640_4166---7.accordo.json,regioni,Lazio Per I
12_2406_rta_12_241009125640_4166---7.accordo.json,associazioni,Composta Da Educatori E
12_2406_rta_12_241009125640_4166---7.accordo.json,associazioni,Impegna A Reciproche Collaborazioni Finalizzate
12_2406_rta_12_241009125640_4166---7.accordo.json,associazioni,Stessa
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.json,regioni,Abruzzo Antiviolenza
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.json,regioni,Abruzzo As Seg
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.json,regioni,Abruzzo Con La Legge N
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.json,regioni,Abruzzo K R
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.json,regioni,Abruzzo Nub On K Q
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.json,regioni,Abruzzo Og We Ia Ce On As
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.json,regioni,Ovasy
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.json,comuni,Chieti - Assessorato Alle Politiche Sociali E Pari Opportunita
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.json,comuni,Chieti - Corpo Di Polizia Municipale
13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.json,comuni,Chieti - Servizio Politiche Sociali
